enrollment_id,count_access_browser,count_access_server,count_navigate_server,count_problem_browser,count_problem_server,count_page_close_browser,count_video_browser,count_discussion_server,count_wiki_server
452,7.0,53.0,46.0,28.0,5.0,33.0,9.0,4.0,8.0
454,0.0,23.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0
458,7.0,158.0,87.0,18.0,5.0,94.0,22.0,138.0,31.0
463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,9.0,58.0,12.0,36.0,3.0,39.0,3.0,26.0,0.0
469,12.0,73.0,15.0,27.0,6.0,12.0,1.0,3.0,1.0
471,1.0,60.0,19.0,0.0,0.0,23.0,2.0,0.0,0.0
480,3.0,43.0,5.0,8.0,1.0,19.0,13.0,1.0,0.0
484,1.0,49.0,13.0,0.0,0.0,32.0,12.0,0.0,1.0
486,0.0,21.0,16.0,11.0,3.0,9.0,3.0,1.0,2.0
490,6.0,52.0,23.0,0.0,0.0,18.0,2.0,1.0,3.0
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,6.0,38.0,9.0,21.0,6.0,28.0,7.0,1.0,1.0
514,4.0,67.0,28.0,13.0,3.0,4.0,1.0,3.0,1.0
515,47.0,204.0,71.0,73.0,18.0,126.0,29.0,17.0,3.0
516,4.0,156.0,21.0,40.0,9.0,52.0,15.0,125.0,0.0
517,11.0,116.0,34.0,64.0,12.0,24.0,3.0,0.0,2.0
522,17.0,157.0,81.0,63.0,13.0,84.0,15.0,16.0,9.0
533,19.0,59.0,23.0,15.0,4.0,2.0,3.0,30.0,2.0
534,0.0,16.0,7.0,3.0,0.0,4.0,2.0,0.0,0.0
535,25.0,13.0,5.0,36.0,1.0,8.0,10.0,0.0,0.0
536,0.0,45.0,31.0,2.0,1.0,13.0,5.0,0.0,0.0
543,0.0,20.0,9.0,4.0,2.0,10.0,0.0,0.0,1.0
547,0.0,17.0,5.0,12.0,1.0,0.0,1.0,2.0,1.0
550,3.0,15.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0
552,13.0,52.0,29.0,34.0,9.0,6.0,0.0,8.0,4.0
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,1.0,66.0,11.0,3.0,0.0,46.0,14.0,1.0,1.0
558,1.0,21.0,12.0,8.0,2.0,0.0,0.0,4.0,0.0
561,47.0,31.0,12.0,35.0,11.0,19.0,12.0,3.0,0.0
566,3.0,85.0,22.0,15.0,1.0,49.0,5.0,10.0,2.0
576,6.0,61.0,22.0,20.0,3.0,36.0,5.0,11.0,1.0
579,6.0,25.0,8.0,0.0,0.0,20.0,9.0,2.0,2.0
580,13.0,78.0,23.0,32.0,0.0,12.0,4.0,40.0,0.0
581,8.0,36.0,10.0,17.0,3.0,3.0,0.0,0.0,0.0
584,1.0,30.0,6.0,0.0,0.0,25.0,6.0,0.0,0.0
587,5.0,77.0,39.0,14.0,1.0,3.0,0.0,8.0,3.0
588,15.0,65.0,19.0,42.0,4.0,8.0,2.0,4.0,1.0
589,27.0,28.0,5.0,0.0,0.0,15.0,11.0,1.0,0.0
590,0.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0
599,22.0,46.0,27.0,24.0,7.0,4.0,3.0,1.0,2.0
600,5.0,45.0,17.0,3.0,1.0,6.0,1.0,0.0,0.0
603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
606,10.0,272.0,62.0,27.0,11.0,194.0,74.0,2.0,5.0
609,1.0,32.0,8.0,3.0,1.0,18.0,3.0,0.0,1.0
612,4.0,39.0,16.0,1.0,1.0,1.0,0.0,2.0,2.0
613,0.0,21.0,13.0,3.0,2.0,5.0,0.0,1.0,1.0
614,0.0,3.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0
625,8.0,71.0,24.0,33.0,6.0,31.0,17.0,1.0,0.0
627,0.0,9.0,6.0,0.0,0.0,7.0,1.0,0.0,2.0
629,2.0,15.0,14.0,5.0,3.0,5.0,0.0,2.0,3.0
630,0.0,40.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0
633,0.0,40.0,9.0,4.0,1.0,17.0,2.0,0.0,0.0
638,4.0,100.0,43.0,22.0,5.0,50.0,7.0,1.0,1.0
639,13.0,111.0,31.0,58.0,7.0,64.0,11.0,10.0,1.0
643,20.0,49.0,5.0,2.0,0.0,20.0,16.0,0.0,0.0
645,9.0,9.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0
652,0.0,28.0,12.0,2.0,2.0,14.0,4.0,1.0,1.0
654,2.0,53.0,19.0,6.0,3.0,30.0,0.0,9.0,0.0
658,2.0,75.0,37.0,22.0,6.0,19.0,7.0,77.0,43.0
660,6.0,64.0,12.0,22.0,4.0,26.0,1.0,0.0,0.0
661,1.0,34.0,14.0,10.0,5.0,25.0,2.0,1.0,1.0
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,2.0,23.0,10.0,28.0,6.0,0.0,0.0,1.0,1.0
680,3.0,31.0,14.0,5.0,2.0,22.0,3.0,1.0,1.0
682,0.0,65.0,24.0,5.0,2.0,28.0,9.0,2.0,1.0
683,0.0,14.0,6.0,7.0,2.0,8.0,6.0,0.0,0.0
687,2.0,38.0,18.0,13.0,4.0,10.0,4.0,23.0,0.0
691,0.0,24.0,9.0,5.0,2.0,3.0,3.0,0.0,0.0
693,19.0,140.0,28.0,69.0,10.0,96.0,17.0,0.0,1.0
697,9.0,22.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0
700,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
701,1.0,28.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0
703,6.0,63.0,17.0,15.0,3.0,31.0,6.0,2.0,0.0
704,8.0,68.0,22.0,10.0,3.0,31.0,4.0,1.0,2.0
705,0.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
707,0.0,59.0,8.0,0.0,0.0,41.0,15.0,0.0,0.0
709,5.0,80.0,22.0,17.0,4.0,46.0,4.0,3.0,1.0
711,9.0,63.0,26.0,27.0,5.0,30.0,3.0,3.0,1.0
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,0.0,55.0,13.0,11.0,5.0,28.0,3.0,22.0,1.0
717,13.0,104.0,44.0,37.0,8.0,9.0,0.0,29.0,4.0
719,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
726,7.0,20.0,10.0,17.0,2.0,6.0,2.0,4.0,1.0
728,2.0,77.0,13.0,10.0,4.0,3.0,1.0,9.0,0.0
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,2.0,35.0,11.0,0.0,0.0,17.0,6.0,2.0,1.0
738,0.0,38.0,17.0,6.0,1.0,29.0,16.0,4.0,3.0
746,4.0,39.0,8.0,0.0,0.0,25.0,10.0,0.0,0.0
750,0.0,20.0,4.0,7.0,1.0,20.0,1.0,1.0,1.0
751,31.0,127.0,40.0,41.0,3.0,44.0,5.0,25.0,1.0
753,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,13.0,61.0,18.0,68.0,8.0,45.0,17.0,0.0,1.0
758,8.0,52.0,12.0,27.0,1.0,23.0,3.0,0.0,0.0
761,13.0,273.0,46.0,25.0,0.0,76.0,13.0,131.0,1.0
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,1.0,135.0,23.0,16.0,2.0,30.0,12.0,0.0,0.0
771,6.0,8.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0
773,0.0,4.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0
774,7.0,277.0,78.0,4.0,1.0,117.0,9.0,26.0,6.0
778,12.0,59.0,15.0,44.0,3.0,31.0,5.0,26.0,1.0
783,0.0,37.0,20.0,17.0,4.0,12.0,1.0,85.0,2.0
788,1.0,47.0,16.0,20.0,7.0,30.0,15.0,0.0,0.0
790,11.0,41.0,14.0,40.0,8.0,1.0,0.0,0.0,1.0
791,2.0,53.0,6.0,5.0,0.0,24.0,4.0,8.0,0.0
792,0.0,25.0,9.0,9.0,1.0,10.0,0.0,6.0,1.0
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,11.0,78.0,9.0,25.0,2.0,49.0,32.0,0.0,0.0
803,0.0,8.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0
805,2.0,36.0,10.0,19.0,1.0,15.0,2.0,12.0,0.0
810,2.0,62.0,15.0,4.0,4.0,16.0,4.0,2.0,1.0
818,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
819,1.0,14.0,3.0,0.0,0.0,12.0,3.0,0.0,0.0
820,0.0,52.0,25.0,9.0,4.0,21.0,0.0,35.0,5.0
821,0.0,109.0,32.0,26.0,7.0,45.0,8.0,1.0,0.0
825,50.0,76.0,24.0,30.0,6.0,56.0,23.0,1.0,1.0
827,0.0,29.0,8.0,7.0,1.0,1.0,2.0,0.0,0.0
833,3.0,2.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0
837,27.0,32.0,9.0,33.0,5.0,9.0,8.0,0.0,0.0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,1.0,12.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,7.0,24.0,10.0,42.0,4.0,26.0,4.0,8.0,0.0
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,11.0,99.0,21.0,51.0,3.0,33.0,4.0,5.0,3.0
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,1.0,70.0,10.0,7.0,2.0,20.0,11.0,2.0,1.0
860,0.0,37.0,14.0,14.0,1.0,20.0,1.0,0.0,0.0
862,3.0,112.0,19.0,10.0,2.0,27.0,9.0,2.0,1.0
868,0.0,36.0,25.0,5.0,0.0,2.0,2.0,179.0,13.0
870,3.0,74.0,19.0,16.0,2.0,41.0,8.0,8.0,4.0
872,1.0,58.0,18.0,17.0,4.0,34.0,3.0,4.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,21.0,57.0,18.0,47.0,8.0,1.0,1.0,8.0,0.0
878,2.0,32.0,22.0,40.0,7.0,2.0,0.0,6.0,3.0
882,1.0,205.0,87.0,14.0,2.0,110.0,40.0,3.0,2.0
884,81.0,54.0,23.0,153.0,25.0,48.0,25.0,0.0,0.0
885,43.0,141.0,64.0,56.0,16.0,66.0,7.0,22.0,1.0
887,1.0,48.0,26.0,36.0,1.0,1.0,0.0,0.0,0.0
888,9.0,14.0,5.0,0.0,0.0,2.0,6.0,1.0,1.0
890,2.0,26.0,12.0,2.0,0.0,0.0,0.0,9.0,0.0
893,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
899,13.0,74.0,41.0,31.0,8.0,9.0,0.0,23.0,3.0
900,0.0,7.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0
901,1.0,25.0,28.0,15.0,4.0,21.0,2.0,3.0,1.0
903,15.0,75.0,9.0,47.0,6.0,55.0,12.0,1.0,0.0
906,6.0,56.0,11.0,47.0,5.0,40.0,15.0,0.0,0.0
907,1.0,22.0,11.0,13.0,2.0,3.0,1.0,14.0,2.0
912,0.0,38.0,37.0,6.0,1.0,38.0,13.0,0.0,0.0
919,1.0,10.0,10.0,0.0,0.0,7.0,2.0,2.0,1.0
921,10.0,76.0,26.0,31.0,3.0,33.0,4.0,0.0,0.0
922,31.0,121.0,5.0,46.0,8.0,94.0,22.0,0.0,0.0
923,1.0,67.0,27.0,16.0,3.0,3.0,0.0,24.0,0.0
925,1.0,37.0,2.0,2.0,0.0,24.0,6.0,0.0,0.0
930,0.0,28.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0
935,0.0,2.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0
936,128.0,194.0,35.0,70.0,18.0,81.0,37.0,16.0,0.0
937,90.0,144.0,23.0,129.0,13.0,61.0,15.0,17.0,0.0
938,0.0,7.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0
939,2.0,105.0,10.0,14.0,2.0,46.0,14.0,21.0,1.0
940,50.0,203.0,46.0,75.0,7.0,130.0,23.0,23.0,7.0
941,5.0,42.0,15.0,19.0,3.0,27.0,16.0,5.0,1.0
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,7.0,108.0,14.0,27.0,3.0,33.0,8.0,0.0,0.0
950,0.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
953,0.0,54.0,19.0,0.0,0.0,18.0,8.0,25.0,1.0
954,1.0,48.0,11.0,0.0,0.0,22.0,10.0,0.0,0.0
955,31.0,111.0,37.0,48.0,8.0,80.0,22.0,32.0,8.0
958,4.0,29.0,14.0,1.0,1.0,12.0,4.0,2.0,1.0
961,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
962,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
963,0.0,100.0,16.0,24.0,4.0,1.0,0.0,0.0,42.0
965,38.0,95.0,16.0,73.0,1.0,19.0,6.0,9.0,1.0
967,0.0,61.0,6.0,0.0,0.0,27.0,5.0,1.0,0.0
974,0.0,21.0,9.0,11.0,4.0,3.0,2.0,0.0,1.0
988,1.0,103.0,7.0,17.0,2.0,75.0,21.0,9.0,0.0
991,6.0,18.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0
992,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
994,23.0,141.0,17.0,23.0,6.0,72.0,29.0,0.0,2.0
996,0.0,37.0,18.0,1.0,0.0,24.0,10.0,0.0,0.0
997,1.0,42.0,76.0,47.0,9.0,20.0,0.0,65.0,9.0
1000,24.0,174.0,34.0,75.0,15.0,124.0,31.0,14.0,4.0
1005,1.0,53.0,22.0,18.0,8.0,26.0,4.0,1.0,0.0
1007,3.0,64.0,18.0,35.0,8.0,43.0,4.0,2.0,1.0
1019,1.0,179.0,38.0,22.0,3.0,62.0,12.0,6.0,2.0
1020,37.0,87.0,33.0,41.0,9.0,49.0,19.0,20.0,3.0
1022,0.0,12.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0
1024,33.0,68.0,13.0,45.0,4.0,46.0,20.0,1.0,0.0
1028,19.0,116.0,37.0,74.0,12.0,67.0,19.0,6.0,1.0
1029,6.0,74.0,36.0,13.0,1.0,6.0,2.0,0.0,0.0
1030,93.0,163.0,42.0,5.0,2.0,117.0,32.0,264.0,1.0
