enrollment_id,drop_rate,completion_rate
249,0.5,0.5
27218,0.5,0.5
251,0.0,1.0
262,1.0,0.0
264,1.0,0.0
265,0.0,1.0
266,0.75,0.25
40953,0.75,0.25
40955,0.75,0.25
103455,0.75,0.25
268,0.0,1.0
269,0.6666666666666666,0.3333333333333333
48734,0.6666666666666666,0.3333333333333333
87137,0.6666666666666666,0.3333333333333333
270,0.5,0.5
2481,0.5,0.5
272,0.0,1.0
277,0.0,1.0
31376,0.0,1.0
279,0.0,1.0
281,1.0,0.0
282,0.5,0.5
41210,0.5,0.5
284,0.6666666666666666,0.3333333333333333
21467,0.6666666666666666,0.3333333333333333
75187,0.6666666666666666,0.3333333333333333
293,1.0,0.0
295,0.0,1.0
53105,0.0,1.0
297,0.0,1.0
302,0.0,1.0
304,0.0,1.0
309,0.3333333333333333,0.6666666666666666
87245,0.3333333333333333,0.6666666666666666
196974,0.3333333333333333,0.6666666666666666
311,0.3333333333333333,0.6666666666666666
96980,0.3333333333333333,0.6666666666666666
103162,0.3333333333333333,0.6666666666666666
316,0.0,1.0
319,0.0,1.0
322,0.0,1.0
323,0.5,0.5
55443,0.5,0.5
324,0.0,1.0
325,0.0,1.0
327,0.5,0.5
83413,0.5,0.5
329,1.0,0.0
48115,1.0,0.0
332,0.5,0.5
26475,0.5,0.5
339,1.0,0.0
340,1.0,0.0
90452,1.0,0.0
102759,1.0,0.0
341,0.0,1.0
344,0.5,0.5
15781,0.5,0.5
346,0.0,1.0
349,0.0,1.0
26041,0.0,1.0
351,0.0,1.0
352,0.0,1.0
355,0.0,1.0
357,0.6666666666666666,0.3333333333333333
99807,0.6666666666666666,0.3333333333333333
108114,0.6666666666666666,0.3333333333333333
358,0.5,0.5
91070,0.5,0.5
360,1.0,0.0
366,0.0,1.0
367,1.0,0.0
370,1.0,0.0
371,1.0,0.0
64141,1.0,0.0
373,0.0,1.0
377,0.0,1.0
382,0.0,1.0
386,0.0,1.0
387,0.0,1.0
394,0.0,1.0
396,0.0,1.0
398,1.0,0.0
399,0.0,1.0
400,0.0,1.0
23798,0.0,1.0
403,1.0,0.0
407,0.0,1.0
410,0.5,0.5
419,0.5,0.5
412,0.0,1.0
414,0.0,1.0
420,1.0,0.0
421,1.0,0.0
424,0.0,1.0
426,0.0,1.0
428,1.0,0.0
432,0.4,0.6
4737,0.4,0.6
5803,0.4,0.6
6037,0.4,0.6
6041,0.4,0.6
433,0.0,1.0
7777,0.0,1.0
435,0.0,1.0
436,0.0,1.0
438,1.0,0.0
441,0.0,1.0
442,0.0,1.0
444,0.0,1.0
445,1.0,0.0
446,1.0,0.0
447,1.0,0.0
450,1.0,0.0
452,0.0,1.0
454,0.0,1.0
458,0.0,1.0
463,1.0,0.0
464,0.0,1.0
469,0.0,1.0
471,1.0,0.0
480,0.0,1.0
484,0.0,1.0
486,0.0,1.0
490,1.0,0.0
500,0.0,1.0
509,0.0,1.0
514,1.0,0.0
515,0.5,0.5
75568,0.5,0.5
516,0.0,1.0
517,0.0,1.0
522,0.0,1.0
533,0.0,1.0
534,0.0,1.0
535,0.5,0.5
21496,0.5,0.5
536,1.0,0.0
543,1.0,0.0
136163,1.0,0.0
547,0.0,1.0
550,1.0,0.0
552,0.0,1.0
75995,0.0,1.0
555,1.0,0.0
556,1.0,0.0
558,0.0,1.0
580,0.0,1.0
561,0.0,1.0
176978,0.0,1.0
566,1.0,0.0
576,0.0,1.0
579,1.0,0.0
581,0.0,1.0
584,1.0,0.0
124863,1.0,0.0
587,0.0,1.0
588,0.0,1.0
589,1.0,0.0
590,1.0,0.0
599,0.0,1.0
600,1.0,0.0
603,1.0,0.0
606,0.0,1.0
87175,0.0,1.0
87229,0.0,1.0
609,0.0,1.0
612,0.0,1.0
613,1.0,0.0
614,1.0,0.0
625,0.0,1.0
627,0.0,1.0
629,1.0,0.0
630,1.0,0.0
4091,1.0,0.0
36029,1.0,0.0
633,1.0,0.0
638,0.0,1.0
639,0.6666666666666666,0.3333333333333333
38984,0.6666666666666666,0.3333333333333333
72258,0.6666666666666666,0.3333333333333333
643,1.0,0.0
645,1.0,0.0
652,1.0,0.0
654,0.0,1.0
658,1.0,0.0
660,0.3333333333333333,0.6666666666666666
32271,0.3333333333333333,0.6666666666666666
135522,0.3333333333333333,0.6666666666666666
661,0.0,1.0
667,1.0,0.0
676,0.0,1.0
680,1.0,0.0
682,0.0,1.0
683,0.25,0.75
17832,0.25,0.75
71720,0.25,0.75
73218,0.25,0.75
687,0.0,1.0
691,0.5,0.5
50901,0.5,0.5
693,0.0,1.0
82632,0.0,1.0
697,0.2,0.8
25827,0.2,0.8
85891,0.2,0.8
127928,0.2,0.8
200082,0.2,0.8
700,1.0,0.0
701,0.0,1.0
703,0.0,1.0
704,1.0,0.0
97440,1.0,0.0
705,0.0,1.0
707,0.5,0.5
67897,0.5,0.5
709,0.6666666666666666,0.3333333333333333
68669,0.6666666666666666,0.3333333333333333
77917,0.6666666666666666,0.3333333333333333
711,0.0,1.0
713,1.0,0.0
714,0.0,1.0
717,0.0,1.0
719,1.0,0.0
726,0.0,1.0
66552,0.0,1.0
728,0.0,1.0
731,1.0,0.0
733,0.6666666666666666,0.3333333333333333
40009,0.6666666666666666,0.3333333333333333
41219,0.6666666666666666,0.3333333333333333
738,1.0,0.0
97658,1.0,0.0
746,0.5,0.5
76985,0.5,0.5
750,0.0,1.0
751,0.0,1.0
753,1.0,0.0
756,0.5,0.5
757,0.5,0.5
758,0.0,1.0
55360,0.0,1.0
761,0.5,0.5
23898,0.5,0.5
69566,0.5,0.5
188826,0.5,0.5
768,0.0,1.0
769,1.0,0.0
771,1.0,0.0
797,1.0,0.0
34133,1.0,0.0
773,1.0,0.0
774,0.5,0.5
17697,0.5,0.5
778,0.0,1.0
60644,0.0,1.0
783,0.0,1.0
788,0.0,1.0
790,0.0,1.0
118252,0.0,1.0
791,0.25,0.75
7967,0.25,0.75
10909,0.25,0.75
104738,0.25,0.75
792,1.0,0.0
793,1.0,0.0
802,0.5,0.5
11974,0.5,0.5
803,1.0,0.0
805,0.0,1.0
810,1.0,0.0
819,1.0,0.0
820,0.5,0.5
37576,0.5,0.5
821,0.0,1.0
50024,0.0,1.0
825,0.0,1.0
39858,0.0,1.0
827,0.0,1.0
833,1.0,0.0
837,0.3333333333333333,0.6666666666666666
1654,0.3333333333333333,0.6666666666666666
63624,0.3333333333333333,0.6666666666666666
838,1.0,0.0
841,1.0,0.0
844,0.0,1.0
845,1.0,0.0
848,1.0,0.0
50767,1.0,0.0
850,0.0,1.0
852,0.0,1.0
854,1.0,0.0
858,0.0,1.0
860,0.0,1.0
862,0.0,1.0
868,1.0,0.0
870,0.0,1.0
872,0.0,1.0
873,0.0,1.0
875,0.6666666666666666,0.3333333333333333
69326,0.6666666666666666,0.3333333333333333
69327,0.6666666666666666,0.3333333333333333
878,1.0,0.0
882,1.0,0.0
884,0.0,1.0
885,0.0,1.0
887,0.0,1.0
5493,0.0,1.0
888,1.0,0.0
890,0.0,1.0
893,1.0,0.0
899,0.0,1.0
900,1.0,0.0
901,1.0,0.0
903,0.0,1.0
906,0.0,1.0
907,0.0,1.0
912,0.0,1.0
919,1.0,0.0
921,0.3333333333333333,0.6666666666666666
35119,0.3333333333333333,0.6666666666666666
93193,0.3333333333333333,0.6666666666666666
922,0.5,0.5
58786,0.5,0.5
923,0.0,1.0
925,1.0,0.0
930,1.0,0.0
935,1.0,0.0
936,1.0,0.0
113989,1.0,0.0
937,0.2857142857142857,0.7142857142857143
10096,0.2857142857142857,0.7142857142857143
30743,0.2857142857142857,0.7142857142857143
37794,0.2857142857142857,0.7142857142857143
53314,0.2857142857142857,0.7142857142857143
104425,0.2857142857142857,0.7142857142857143
123244,0.2857142857142857,0.7142857142857143
938,0.6666666666666666,0.3333333333333333
32695,0.6666666666666666,0.3333333333333333
32700,0.6666666666666666,0.3333333333333333
939,0.0,1.0
940,0.5,0.5
26123,0.5,0.5
941,0.0,1.0
942,0.5,0.5
9777,0.5,0.5
10651,0.5,0.5
93198,0.5,0.5
945,0.5,0.5
62435,0.5,0.5
950,1.0,0.0
953,0.2,0.8
954,0.2,0.8
7396,0.2,0.8
9544,0.2,0.8
192414,0.2,0.8
955,0.0,1.0
958,1.0,0.0
961,1.0,0.0
962,0.0,1.0
963,0.0,1.0
965,0.5,0.5
55180,0.5,0.5
967,0.3333333333333333,0.6666666666666666
33075,0.3333333333333333,0.6666666666666666
165583,0.3333333333333333,0.6666666666666666
974,0.0,1.0
988,0.0,1.0
991,0.0,1.0
992,1.0,0.0
1164,1.0,0.0
994,0.0,1.0
996,1.0,0.0
11305,1.0,0.0
11317,1.0,0.0
997,0.0,1.0
1000,0.0,1.0
10095,0.0,1.0
1005,0.0,1.0
1007,0.0,1.0
1019,0.0,1.0
1020,0.0,1.0
1022,1.0,0.0
1024,0.0,1.0
1028,0.6666666666666666,0.3333333333333333
40139,0.6666666666666666,0.3333333333333333
49194,0.6666666666666666,0.3333333333333333
1029,0.0,1.0
49307,0.0,1.0
1030,0.5,0.5
42129,0.5,0.5
1031,1.0,0.0
1033,0.0,1.0
1041,0.0,1.0
27321,0.0,1.0
1044,1.0,0.0
1050,0.0,1.0
1052,1.0,0.0
1058,0.0,1.0
1072,0.5,0.5
87503,0.5,0.5
1073,1.0,0.0
1074,0.0,1.0
1075,0.5,0.5
9262,0.5,0.5
10907,0.5,0.5
50511,0.5,0.5
1077,0.0,1.0
1078,0.5,0.5
95542,0.5,0.5
1080,0.0,1.0
6338,0.0,1.0
21451,0.0,1.0
21452,0.0,1.0
75752,0.0,1.0
190827,0.0,1.0
1082,0.5,0.5
145118,0.5,0.5
1084,1.0,0.0
1085,0.0,1.0
1086,0.0,1.0
1090,1.0,0.0
1091,0.5,0.5
97651,0.5,0.5
1095,0.0,1.0
1098,0.0,1.0
1101,0.5,0.5
124669,0.5,0.5
1116,0.0,1.0
1124,0.8,0.2
9821,0.8,0.2
23319,0.8,0.2
84993,0.8,0.2
104648,0.8,0.2
1126,0.0,1.0
1128,1.0,0.0
1129,0.0,1.0
1131,0.0,1.0
1134,1.0,0.0
125312,1.0,0.0
154775,1.0,0.0
1135,0.0,1.0
1136,1.0,0.0
1137,0.0,1.0
1139,0.0,1.0
1141,0.0,1.0
1143,1.0,0.0
1144,0.5,0.5
95832,0.5,0.5
1147,0.3333333333333333,0.6666666666666666
18634,0.3333333333333333,0.6666666666666666
37521,0.3333333333333333,0.6666666666666666
63855,0.3333333333333333,0.6666666666666666
77267,0.3333333333333333,0.6666666666666666
106093,0.3333333333333333,0.6666666666666666
1150,0.0,1.0
9617,0.0,1.0
1153,0.5,0.5
1163,0.5,0.5
1154,1.0,0.0
1162,0.0,1.0
1167,0.5,0.5
6818,0.5,0.5
1168,0.5,0.5
48406,0.5,0.5
1169,0.0,1.0
1170,0.0,1.0
1172,0.0,1.0
1174,0.0,1.0
1176,1.0,0.0
1177,1.0,0.0
1181,1.0,0.0
1182,0.0,1.0
1183,1.0,0.0
1187,1.0,0.0
92454,1.0,0.0
1190,0.25,0.75
6026,0.25,0.75
95053,0.25,0.75
120251,0.25,0.75
1192,0.0,1.0
9114,0.0,1.0
1195,0.0,1.0
1196,0.125,0.875
23960,0.125,0.875
24211,0.125,0.875
26590,0.125,0.875
27145,0.125,0.875
27166,0.125,0.875
108434,0.125,0.875
164220,0.125,0.875
1199,1.0,0.0
1203,0.0,1.0
32363,0.0,1.0
1204,1.0,0.0
1206,1.0,0.0
142287,1.0,0.0
1212,0.6666666666666666,0.3333333333333333
11756,0.6666666666666666,0.3333333333333333
54448,0.6666666666666666,0.3333333333333333
1213,0.25,0.75
17273,0.25,0.75
194853,0.25,0.75
194869,0.25,0.75
1222,1.0,0.0
46414,1.0,0.0
1228,1.0,0.0
169056,1.0,0.0
1230,0.0,1.0
1240,1.0,0.0
1241,0.3333333333333333,0.6666666666666666
72401,0.3333333333333333,0.6666666666666666
106751,0.3333333333333333,0.6666666666666666
1244,1.0,0.0
1248,1.0,0.0
38812,1.0,0.0
80012,1.0,0.0
120587,1.0,0.0
143550,1.0,0.0
167886,1.0,0.0
183942,1.0,0.0
1250,1.0,0.0
1252,0.8,0.2
6940,0.8,0.2
39777,0.8,0.2
39786,0.8,0.2
99485,0.8,0.2
1253,1.0,0.0
1257,0.0,1.0
8556,0.0,1.0
1258,0.0,1.0
1260,0.0,1.0
1263,0.0,1.0
1264,0.0,1.0
1271,1.0,0.0
184400,1.0,0.0
1273,0.3333333333333333,0.6666666666666666
30689,0.3333333333333333,0.6666666666666666
99691,0.3333333333333333,0.6666666666666666
1274,1.0,0.0
1280,1.0,0.0
1281,0.25,0.75
14671,0.25,0.75
30907,0.25,0.75
89405,0.25,0.75
1283,1.0,0.0
1285,1.0,0.0
1287,0.5,0.5
148593,0.5,0.5
1289,0.3333333333333333,0.6666666666666666
37861,0.3333333333333333,0.6666666666666666
99166,0.3333333333333333,0.6666666666666666
1290,0.0,1.0
12699,0.0,1.0
1292,0.0,1.0
1295,0.3333333333333333,0.6666666666666666
3749,0.3333333333333333,0.6666666666666666
122922,0.3333333333333333,0.6666666666666666
1296,0.5,0.5
100439,0.5,0.5
1309,0.0,1.0
1310,0.0,1.0
1311,0.5,0.5
19612,0.5,0.5
1316,0.0,1.0
82517,0.0,1.0
1323,1.0,0.0
1331,1.0,0.0
1337,0.5,0.5
96725,0.5,0.5
1341,1.0,0.0
1342,0.6666666666666666,0.3333333333333333
60571,0.6666666666666666,0.3333333333333333
68008,0.6666666666666666,0.3333333333333333
1344,0.0,1.0
1348,1.0,0.0
1350,0.0,1.0
1351,0.0,1.0
1352,0.5,0.5
79399,0.5,0.5
1353,0.0,1.0
1357,0.0,1.0
1363,0.0,1.0
1364,1.0,0.0
1366,1.0,0.0
1367,0.3333333333333333,0.6666666666666666
1379,0.3333333333333333,0.6666666666666666
12984,0.3333333333333333,0.6666666666666666
1371,0.0,1.0
1376,1.0,0.0
1377,0.5,0.5
134378,0.5,0.5
1380,0.6666666666666666,0.3333333333333333
139587,0.6666666666666666,0.3333333333333333
169625,0.6666666666666666,0.3333333333333333
1386,1.0,0.0
195175,1.0,0.0
1389,0.0,1.0
1392,0.5,0.5
65616,0.5,0.5
1393,0.0,1.0
1397,0.5,0.5
121674,0.5,0.5
1398,0.5,0.5
14066,0.5,0.5
1401,0.0,1.0
1402,1.0,0.0
1405,0.0,1.0
1406,0.0,1.0
1409,0.0,1.0
1410,0.5,0.5
1672,0.5,0.5
1412,0.6666666666666666,0.3333333333333333
1417,0.6666666666666666,0.3333333333333333
120146,0.6666666666666666,0.3333333333333333
1414,0.0,1.0
1418,0.5,0.5
16433,0.5,0.5
1423,0.0,1.0
1425,1.0,0.0
1443,1.0,0.0
1427,0.5,0.5
10457,0.5,0.5
1429,0.0,1.0
32619,0.0,1.0
1430,0.0,1.0
1431,1.0,0.0
13323,1.0,0.0
23611,1.0,0.0
1433,0.5,0.5
106334,0.5,0.5
1437,0.3333333333333333,0.6666666666666666
25527,0.3333333333333333,0.6666666666666666
193349,0.3333333333333333,0.6666666666666666
1438,0.0,1.0
51396,0.0,1.0
64493,0.0,1.0
1442,0.0,1.0
32885,0.0,1.0
1446,0.0,1.0
15191,0.0,1.0
1451,0.5,0.5
66206,0.5,0.5
1453,1.0,0.0
78662,1.0,0.0
1455,0.0,1.0
1456,1.0,0.0
1457,0.5,0.5
135388,0.5,0.5
1458,0.5,0.5
40885,0.5,0.5
1463,0.0,1.0
1465,1.0,0.0
1466,0.0,1.0
1469,0.3333333333333333,0.6666666666666666
55573,0.3333333333333333,0.6666666666666666
119516,0.3333333333333333,0.6666666666666666
1473,0.0,1.0
1474,0.0,1.0
1477,0.0,1.0
11361,0.0,1.0
50618,0.0,1.0
1478,0.0,1.0
1481,0.6666666666666666,0.3333333333333333
32543,0.6666666666666666,0.3333333333333333
125005,0.6666666666666666,0.3333333333333333
1484,1.0,0.0
1485,0.0,1.0
37900,0.0,1.0
38043,0.0,1.0
97113,0.0,1.0
1486,1.0,0.0
163372,1.0,0.0
1488,1.0,0.0
1489,0.0,1.0
1490,1.0,0.0
1493,0.0,1.0
1497,0.0,1.0
1500,1.0,0.0
1501,0.0,1.0
1506,0.0,1.0
1516,0.5,0.5
138217,0.5,0.5
1518,0.75,0.25
167415,0.75,0.25
167485,0.75,0.25
169968,0.75,0.25
1519,0.0,1.0
1520,0.3333333333333333,0.6666666666666666
8580,0.3333333333333333,0.6666666666666666
65470,0.3333333333333333,0.6666666666666666
1521,0.3333333333333333,0.6666666666666666
18648,0.3333333333333333,0.6666666666666666
148082,0.3333333333333333,0.6666666666666666
1525,0.0,1.0
1535,0.0,1.0
1536,1.0,0.0
108096,1.0,0.0
1541,1.0,0.0
1542,0.5,0.5
196612,0.5,0.5
196615,0.5,0.5
196639,0.5,0.5
1545,0.0,1.0
1548,0.0,1.0
1549,0.5,0.5
1550,0.5,0.5
1557,0.6666666666666666,0.3333333333333333
16087,0.6666666666666666,0.3333333333333333
73358,0.6666666666666666,0.3333333333333333
92213,0.6666666666666666,0.3333333333333333
179845,0.6666666666666666,0.3333333333333333
179848,0.6666666666666666,0.3333333333333333
1558,1.0,0.0
100564,1.0,0.0
1562,1.0,0.0
1564,0.0,1.0
1567,1.0,0.0
1569,1.0,0.0
35106,1.0,0.0
1572,1.0,0.0
1575,1.0,0.0
194564,1.0,0.0
1578,1.0,0.0
17177,1.0,0.0
1579,0.0,1.0
1582,0.0,1.0
1585,0.5,0.5
41157,0.5,0.5
65569,0.5,0.5
80117,0.5,0.5
83871,0.5,0.5
99261,0.5,0.5
1587,0.2222222222222222,0.7777777777777778
24972,0.2222222222222222,0.7777777777777778
24976,0.2222222222222222,0.7777777777777778
24979,0.2222222222222222,0.7777777777777778
24983,0.2222222222222222,0.7777777777777778
25005,0.2222222222222222,0.7777777777777778
25007,0.2222222222222222,0.7777777777777778
33490,0.2222222222222222,0.7777777777777778
33494,0.2222222222222222,0.7777777777777778
1588,0.0,1.0
1592,1.0,0.0
1601,1.0,0.0
1604,0.0,1.0
1606,0.0,1.0
1607,1.0,0.0
1608,1.0,0.0
1614,1.0,0.0
41789,1.0,0.0
1617,1.0,0.0
1620,0.0,1.0
1621,0.75,0.25
1668,0.75,0.25
140999,0.75,0.25
198319,0.75,0.25
1628,0.0,1.0
1629,0.0,1.0
1630,1.0,0.0
1632,0.0,1.0
1633,0.0,1.0
1634,0.5,0.5
144742,0.5,0.5
1639,1.0,0.0
1645,1.0,0.0
1647,0.6666666666666666,0.3333333333333333
164948,0.6666666666666666,0.3333333333333333
164951,0.6666666666666666,0.3333333333333333
1648,0.6,0.4
14465,0.6,0.4
26634,0.6,0.4
70557,0.6,0.4
114363,0.6,0.4
1649,0.0,1.0
1650,1.0,0.0
185575,1.0,0.0
1653,1.0,0.0
1663,1.0,0.0
1673,0.5,0.5
11764,0.5,0.5
112084,0.5,0.5
112086,0.5,0.5
1676,0.5,0.5
1677,0.5,0.5
80705,0.5,0.5
105235,0.5,0.5
1678,0.0,1.0
1681,0.0,1.0
1679,0.0,1.0
1685,1.0,0.0
139229,1.0,0.0
1687,1.0,0.0
98212,1.0,0.0
1690,0.0,1.0
1692,1.0,0.0
1698,0.6666666666666666,0.3333333333333333
11988,0.6666666666666666,0.3333333333333333
129782,0.6666666666666666,0.3333333333333333
1700,1.0,0.0
1701,0.0,1.0
1703,1.0,0.0
1705,0.0,1.0
1708,0.6666666666666666,0.3333333333333333
102727,0.6666666666666666,0.3333333333333333
109856,0.6666666666666666,0.3333333333333333
1711,1.0,0.0
39374,1.0,0.0
1713,0.25,0.75
6864,0.25,0.75
54928,0.25,0.75
119673,0.25,0.75
1719,0.5,0.5
50075,0.5,0.5
1720,0.0,1.0
120363,0.0,1.0
1724,1.0,0.0
1725,1.0,0.0
1730,1.0,0.0
77649,1.0,0.0
1731,1.0,0.0
1734,0.6666666666666666,0.3333333333333333
8622,0.6666666666666666,0.3333333333333333
91360,0.6666666666666666,0.3333333333333333
1735,0.6666666666666666,0.3333333333333333
55770,0.6666666666666666,0.3333333333333333
73074,0.6666666666666666,0.3333333333333333
1736,0.25,0.75
7217,0.25,0.75
12019,0.25,0.75
17660,0.25,0.75
89221,0.25,0.75
95415,0.25,0.75
103281,0.25,0.75
156697,0.25,0.75
1738,1.0,0.0
1740,0.3333333333333333,0.6666666666666666
40261,0.3333333333333333,0.6666666666666666
93187,0.3333333333333333,0.6666666666666666
1745,0.5,0.5
33148,0.5,0.5
1747,0.0,1.0
1752,0.0,1.0
1753,0.5,0.5
46232,0.5,0.5
1756,1.0,0.0
1757,0.3333333333333333,0.6666666666666666
1758,0.3333333333333333,0.6666666666666666
8368,0.3333333333333333,0.6666666666666666
8506,0.3333333333333333,0.6666666666666666
35895,0.3333333333333333,0.6666666666666666
44552,0.3333333333333333,0.6666666666666666
44600,0.3333333333333333,0.6666666666666666
67034,0.3333333333333333,0.6666666666666666
68758,0.3333333333333333,0.6666666666666666
1767,0.5,0.5
96738,0.5,0.5
1769,1.0,0.0
1770,1.0,0.0
1772,0.0,1.0
1779,1.0,0.0
168982,1.0,0.0
1780,0.0,1.0
1782,0.0,1.0
1783,1.0,0.0
1788,0.0,1.0
1789,1.0,0.0
1793,0.75,0.25
68957,0.75,0.25
186884,0.75,0.25
186888,0.75,0.25
1795,0.0,1.0
1799,1.0,0.0
1800,0.0,1.0
1801,0.8,0.2
85817,0.8,0.2
128036,0.8,0.2
160165,0.8,0.2
191788,0.8,0.2
1803,0.3333333333333333,0.6666666666666666
100377,0.3333333333333333,0.6666666666666666
100408,0.3333333333333333,0.6666666666666666
1805,1.0,0.0
1806,0.5,0.5
59332,0.5,0.5
1811,1.0,0.0
1812,1.0,0.0
1815,0.0,1.0
129728,0.0,1.0
1816,0.5,0.5
86894,0.5,0.5
1818,1.0,0.0
1819,1.0,0.0
1821,0.6666666666666666,0.3333333333333333
36297,0.6666666666666666,0.3333333333333333
110898,0.6666666666666666,0.3333333333333333
1823,1.0,0.0
54770,1.0,0.0
155630,1.0,0.0
1826,0.0,1.0
1827,0.0,1.0
1828,1.0,0.0
1829,1.0,0.0
1830,1.0,0.0
1831,1.0,0.0
1832,1.0,0.0
1833,1.0,0.0
1838,1.0,0.0
1844,1.0,0.0
1845,0.42857142857142855,0.5714285714285714
21099,0.42857142857142855,0.5714285714285714
140522,0.42857142857142855,0.5714285714285714
165340,0.42857142857142855,0.5714285714285714
165342,0.42857142857142855,0.5714285714285714
165343,0.42857142857142855,0.5714285714285714
165344,0.42857142857142855,0.5714285714285714
1849,1.0,0.0
1856,0.0,1.0
1865,0.5,0.5
11114,0.5,0.5
52743,0.5,0.5
68823,0.5,0.5
97889,0.5,0.5
109463,0.5,0.5
1867,1.0,0.0
1870,1.0,0.0
1872,1.0,0.0
1873,1.0,0.0
1874,1.0,0.0
50079,1.0,0.0
1875,1.0,0.0
143752,1.0,0.0
1876,1.0,0.0
1878,0.6666666666666666,0.3333333333333333
2569,0.6666666666666666,0.3333333333333333
116292,0.6666666666666666,0.3333333333333333
1882,1.0,0.0
1886,1.0,0.0
1888,0.7777777777777778,0.2222222222222222
104935,0.7777777777777778,0.2222222222222222
188950,0.7777777777777778,0.2222222222222222
188975,0.7777777777777778,0.2222222222222222
189043,0.7777777777777778,0.2222222222222222
189666,0.7777777777777778,0.2222222222222222
189669,0.7777777777777778,0.2222222222222222
189670,0.7777777777777778,0.2222222222222222
189676,0.7777777777777778,0.2222222222222222
1891,0.06666666666666668,0.9333333333333332
3264,0.06666666666666668,0.9333333333333332
3397,0.06666666666666668,0.9333333333333332
19482,0.06666666666666668,0.9333333333333332
31187,0.06666666666666668,0.9333333333333332
31214,0.06666666666666668,0.9333333333333332
31243,0.06666666666666668,0.9333333333333332
31269,0.06666666666666668,0.9333333333333332
31298,0.06666666666666668,0.9333333333333332
33963,0.06666666666666668,0.9333333333333332
48131,0.06666666666666668,0.9333333333333332
61696,0.06666666666666668,0.9333333333333332
86960,0.06666666666666668,0.9333333333333332
97431,0.06666666666666668,0.9333333333333332
106336,0.06666666666666668,0.9333333333333332
