enrollment_id,time_access_browser,time_access_server,time_navigate_server,time_problem_browser,time_problem_server,time_page_close_browser,time_video_browser,time_discussion_server,time_wiki_server
355,86.0,2161.0,40.0,23.0,75.0,4619.0,7852.0,0.0,0.0
357,10.0,554.0,19595.0,0.0,0.0,3400.0,535.0,0.0,0.0
358,0.0,11.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0
360,0.0,24.0,31.0,0.0,0.0,0.0,88.0,0.0,0.0
366,0.0,34162.0,506.0,251.0,10.0,825.0,1462.0,0.0,525.0
367,10.0,18.0,1248.0,0.0,0.0,93.0,0.0,0.0,1.0
370,0.0,788.0,171.0,0.0,0.0,1.0,7779.0,0.0,0.0
371,1195.0,2132.0,1066.0,441.0,119.0,1982.0,78.0,85.0,11.0
373,17128.0,7543.0,12546.0,20821.0,2712.0,4246.0,42.0,2694.0,522.0
377,1357.0,1802.0,472.0,2042.0,5555.0,1959.0,2367.0,247.0,2881.0
382,3853.0,21331.0,501.0,201.0,26.0,8908.0,791.0,189.0,16.0
386,0.0,473.0,65.0,89.0,0.0,2758.0,1459.0,0.0,0.0
387,5897.0,8262.0,3748.0,430.0,1523.0,1239.0,20544.0,293.0,0.0
394,2087.0,16512.0,423.0,425.0,485.0,4112.0,9482.0,59.0,0.0
396,1346.0,3264.0,933.0,1281.0,111.0,4388.0,38293.0,740.0,20.0
398,6.0,10591.0,176.0,31.0,33.0,0.0,0.0,60.0,6.0
399,2659.0,6218.0,959.0,7306.0,1735.0,19526.0,18328.0,861.0,0.0
400,0.0,17875.0,60.0,495.0,4161.0,3696.0,0.0,85.0,0.0
403,0.0,17391.0,513.0,121.0,101.0,0.0,0.0,106.0,9.0
407,4.0,15015.0,411.0,98.0,42.0,339.0,0.0,116.0,0.0
410,0.0,559.0,156.0,0.0,0.0,0.0,0.0,3.0,0.0
412,15.0,11795.0,1788.0,641.0,27.0,1012.0,2982.0,0.0,24.0
414,1037.0,424.0,438.0,214.0,53.0,10702.0,22992.0,366.0,15.0
419,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,19951.0,687.0,0.0,0.0,305.0,0.0,341.0,0.0
426,935.0,1185.0,79.0,291.0,41.0,3186.0,7978.0,0.0,10.0
428,0.0,20439.0,1685.0,203.0,55.0,2.0,534.0,0.0,0.0
432,555.0,7490.0,166.0,4473.0,0.0,4915.0,0.0,66.0,0.0
433,18890.0,1310.0,10935.0,5488.0,5024.0,6966.0,20540.0,2790.0,1.0
435,20.0,8367.0,968.0,573.0,106.0,7123.0,20.0,4583.0,1746.0
436,566.0,1350.0,311.0,218.0,58.0,15891.0,19014.0,0.0,11.0
438,0.0,155.0,251.0,0.0,0.0,7.0,0.0,0.0,19.0
441,766.0,28386.0,910.0,762.0,2302.0,6649.0,5.0,0.0,0.0
442,1127.0,1276.0,439.0,158.0,156.0,18537.0,801.0,2839.0,19.0
444,476.0,9033.0,3335.0,1701.0,577.0,21242.0,35690.0,0.0,0.0
445,417.0,3192.0,116.0,21.0,0.0,681.0,1321.0,44.0,0.0
446,0.0,618.0,30.0,75.0,143.0,3604.0,2185.0,0.0,0.0
447,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
450,48.0,20817.0,7280.0,545.0,261.0,142.0,7790.0,18.0,6.0
452,2780.0,6400.0,644.0,256.0,24.0,9186.0,12161.0,108.0,50.0
454,0.0,6376.0,236.0,0.0,0.0,321.0,2498.0,0.0,0.0
458,197.0,7588.0,2938.0,1490.0,286.0,19272.0,17731.0,2482.0,1396.0
463,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
464,661.0,79.0,84.0,895.0,69.0,3664.0,10848.0,150.0,0.0
469,577.0,41838.0,106.0,694.0,51.0,1624.0,13856.0,34.0,3.0
471,4.0,9457.0,237.0,0.0,0.0,8689.0,5108.0,0.0,0.0
480,203.0,16346.0,1485.0,114.0,35.0,391.0,1848.0,53.0,0.0
484,5.0,4893.0,260.0,0.0,0.0,6648.0,3710.0,0.0,12.0
486,0.0,280.0,599.0,509.0,447.0,5892.0,5073.0,7.0,14.0
490,1535.0,11850.0,730.0,0.0,0.0,2037.0,7490.0,25.0,30.0
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,16.0,3958.0,142.0,309.0,371.0,5894.0,2969.0,29.0,9.0
514,54.0,10551.0,473.0,259.0,96.0,185.0,1.0,435.0,6.0
515,15959.0,43979.0,8718.0,1487.0,288.0,32510.0,3344.0,4129.0,6.0
516,970.0,13506.0,3980.0,265.0,93.0,5531.0,4918.0,2302.0,0.0
517,1685.0,21375.0,1190.0,1434.0,137.0,5761.0,2097.0,0.0,23.0
522,2838.0,4705.0,3247.0,1074.0,208.0,14517.0,27044.0,4660.0,1248.0
533,3798.0,7245.0,454.0,243.0,35.0,2305.0,5773.0,685.0,21.0
534,0.0,8368.0,245.0,30.0,0.0,3.0,5.0,0.0,0.0
535,1288.0,32.0,95.0,190.0,5.0,694.0,7574.0,63.0,0.0
536,0.0,2117.0,1019.0,236.0,1.0,4540.0,365.0,0.0,0.0
543,3318.0,2981.0,190.0,36.0,7.0,1243.0,5013.0,0.0,6.0
547,0.0,18395.0,130.0,1138.0,1374.0,0.0,288.0,30.0,10.0
550,14.0,1904.0,283.0,0.0,12.0,1046.0,0.0,0.0,10.0
552,1997.0,30946.0,12647.0,1123.0,211.0,193.0,1077.0,79.0,25.0
555,0.0,0.0,1802.0,0.0,0.0,0.0,0.0,0.0,0.0
556,5.0,83.0,146.0,31.0,0.0,5311.0,7783.0,10.0,7.0
558,6.0,32015.0,144.0,1869.0,74.0,6420.0,0.0,599.0,65.0
561,4006.0,6459.0,169.0,29.0,87.0,3205.0,5751.0,51.0,0.0
566,1233.0,2694.0,874.0,288.0,594.0,9785.0,1579.0,1837.0,6.0
576,796.0,1470.0,432.0,149.0,167.0,11062.0,12615.0,1364.0,18.0
579,19.0,1326.0,342.0,0.0,0.0,1199.0,4298.0,23.0,13.0
580,9132.0,58515.0,5041.0,2151.0,0.0,6767.0,4134.0,22816.0,0.0
581,359.0,11572.0,981.0,164.0,41.0,24.0,0.0,0.0,0.0
584,2.0,50.0,172.0,0.0,0.0,941.0,11780.0,0.0,0.0
587,38.0,16601.0,1300.0,637.0,119.0,749.0,3195.0,100.0,28.0
588,8118.0,66156.0,4581.0,1949.0,173.0,4385.0,3.0,494.0,12.0
589,2554.0,482.0,16.0,0.0,0.0,10124.0,4434.0,9.0,0.0
590,0.0,2692.0,133.0,0.0,0.0,0.0,7.0,0.0,0.0
599,1887.0,38225.0,1780.0,90.0,46.0,7.0,5755.0,6.0,18.0
600,3198.0,7368.0,136.0,92.0,147.0,2582.0,159.0,0.0,0.0
603,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
606,3162.0,3673.0,3688.0,1343.0,799.0,39954.0,41905.0,683.0,71.0
609,12.0,7497.0,335.0,226.0,0.0,2611.0,11734.0,0.0,8.0
612,150.0,3936.0,154.0,0.0,13.0,74.0,0.0,11.0,14.0
613,0.0,31476.0,753.0,1.0,95.0,6161.0,0.0,8.0,5.0
614,0.0,562.0,94.0,256.0,194.0,7.0,0.0,0.0,0.0
625,2139.0,23693.0,329.0,150.0,48.0,7842.0,8523.0,1.0,0.0
627,0.0,137.0,863.0,0.0,0.0,3500.0,661.0,0.0,12.0
629,207.0,20859.0,330.0,30.0,41.0,2.0,3591.0,14.0,78.0
630,0.0,9232.0,415.0,0.0,0.0,69.0,0.0,144.0,0.0
633,0.0,13379.0,210.0,1488.0,36.0,3691.0,10581.0,0.0,0.0
638,38.0,5086.0,1789.0,123.0,222.0,10565.0,20649.0,8.0,23.0
639,1063.0,1366.0,4976.0,922.0,39.0,12368.0,18695.0,1051.0,4.0
643,90.0,3611.0,307.0,52.0,0.0,21.0,3506.0,0.0,0.0
645,56.0,5018.0,189.0,1.0,38.0,18.0,0.0,0.0,0.0
652,0.0,51.0,316.0,0.0,20.0,5418.0,7217.0,19.0,0.0
654,24.0,432.0,2739.0,47.0,45.0,7271.0,18985.0,129.0,0.0
658,12.0,17927.0,331.0,905.0,926.0,5592.0,4798.0,2560.0,3147.0
660,56.0,4577.0,227.0,367.0,19.0,5795.0,14224.0,0.0,0.0
661,17.0,12917.0,84.0,51.0,56.0,5379.0,15244.0,1.0,2.0
667,0.0,0.0,3954.0,0.0,0.0,0.0,0.0,0.0,0.0
676,4.0,4038.0,349.0,1407.0,200.0,15.0,352.0,11.0,10.0
680,60.0,5028.0,205.0,27.0,45.0,4154.0,9733.0,10.0,6.0
682,0.0,4205.0,2605.0,218.0,74.0,7943.0,3748.0,2.0,6.0
683,0.0,1915.0,18.0,140.0,16.0,186.0,517.0,0.0,0.0
687,56.0,20431.0,980.0,1488.0,1.0,514.0,2514.0,785.0,267.0
691,0.0,19253.0,812.0,163.0,87.0,1.0,1985.0,0.0,0.0
693,9195.0,10502.0,530.0,1302.0,217.0,19912.0,49908.0,0.0,11.0
697,167.0,61.0,53.0,145.0,0.0,0.0,0.0,0.0,0.0
700,0.0,23.0,110.0,0.0,0.0,21.0,0.0,0.0,0.0
701,14.0,312.0,59.0,0.0,0.0,5410.0,18074.0,0.0,0.0
703,967.0,14301.0,816.0,291.0,25.0,9108.0,25607.0,14.0,0.0
704,14.0,153.0,91.0,152.0,70.0,21347.0,20110.0,2.0,7.0
705,0.0,4603.0,157.0,0.0,0.0,1.0,4.0,0.0,0.0
707,0.0,2152.0,36.0,0.0,0.0,7316.0,2760.0,0.0,0.0
709,3429.0,7340.0,4092.0,6333.0,31.0,13726.0,10495.0,44.0,0.0
711,2048.0,18641.0,635.0,740.0,140.0,3087.0,17417.0,398.0,12.0
713,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
714,0.0,7556.0,170.0,792.0,1755.0,3541.0,4341.0,295.0,1.0
717,3159.0,92098.0,5271.0,214.0,249.0,5432.0,1603.0,772.0,26.0
719,0.0,180.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0
726,168.0,37923.0,719.0,1098.0,320.0,16.0,1793.0,95.0,6.0
728,24.0,33758.0,111.0,335.0,75.0,0.0,227.0,151.0,0.0
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,121.0,2671.0,721.0,0.0,0.0,1886.0,26.0,25.0,7.0
738,0.0,25313.0,723.0,240.0,13.0,45.0,1308.0,101.0,14.0
746,962.0,1734.0,5376.0,0.0,0.0,3403.0,7941.0,0.0,0.0
750,0.0,4067.0,496.0,195.0,382.0,1720.0,6390.0,29.0,90.0
751,3101.0,11227.0,406.0,3386.0,263.0,10196.0,6212.0,3211.0,7.0
753,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
757,1966.0,4235.0,883.0,716.0,138.0,4205.0,15745.0,0.0,7.0
758,1189.0,21866.0,110.0,3850.0,143.0,14258.0,27695.0,0.0,0.0
761,1961.0,14602.0,11344.0,342.0,0.0,11917.0,15980.0,4159.0,1.0
768,0.0,0.0,4604.0,0.0,0.0,0.0,0.0,0.0,0.0
769,189.0,14094.0,226.0,3302.0,12.0,17116.0,5913.0,0.0,0.0
771,265.0,762.0,45.0,480.0,1.0,0.0,0.0,0.0,0.0
773,0.0,1021.0,1228.0,0.0,0.0,110.0,0.0,5.0,5.0
774,43.0,14500.0,9157.0,724.0,40.0,17332.0,28556.0,294.0,33.0
778,126.0,107.0,165.0,163.0,151.0,11221.0,13908.0,613.0,6.0
783,834.0,3910.0,15826.0,627.0,1071.0,3062.0,16.0,3252.0,28.0
788,414.0,29748.0,299.0,153.0,64.0,250.0,627.0,0.0,0.0
790,1424.0,15160.0,699.0,1133.0,56.0,0.0,0.0,0.0,10.0
791,851.0,1639.0,628.0,2067.0,121.0,26451.0,9706.0,1169.0,0.0
792,0.0,52.0,7132.0,1614.0,279.0,2012.0,0.0,111.0,123.0
793,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0
797,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0
802,603.0,23927.0,861.0,224.0,62.0,673.0,2375.0,0.0,0.0
803,0.0,100.0,183.0,0.0,0.0,0.0,85.0,10.0,0.0
805,25.0,2128.0,104.0,425.0,102.0,1007.0,976.0,190.0,0.0
810,33.0,8721.0,506.0,0.0,100.0,3752.0,6075.0,15.0,0.0
818,0.0,455.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
819,7.0,7215.0,52.0,0.0,0.0,1669.0,9937.0,0.0,0.0
820,0.0,1014.0,864.0,63.0,49.0,3109.0,0.0,976.0,190.0
821,0.0,1183.0,431.0,394.0,253.0,4500.0,8777.0,16.0,0.0
825,716.0,16999.0,622.0,99.0,54.0,2952.0,9707.0,8.0,4.0
827,133.0,24998.0,3406.0,115.0,743.0,0.0,20.0,98.0,2215.0
833,57.0,994.0,711.0,111.0,397.0,0.0,0.0,0.0,0.0
837,2125.0,1745.0,32.0,45.0,21.0,20.0,10727.0,0.0,0.0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,37.0,6482.0,160.0,0.0,0.0,3621.0,2577.0,0.0,0.0
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,647.0,2460.0,396.0,196.0,25.0,98.0,5426.0,980.0,0.0
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,1689.0,29208.0,3338.0,352.0,687.0,2940.0,3310.0,69.0,21.0
854,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2.0,47403.0,2994.0,381.0,33.0,316.0,308.0,340.0,6.0
860,3169.0,4085.0,2202.0,321.0,1515.0,2624.0,22337.0,0.0,0.0
862,15.0,46546.0,403.0,84.0,3712.0,13970.0,3271.0,124.0,4.0
868,257.0,14164.0,2738.0,407.0,256.0,20.0,23.0,5350.0,913.0
870,514.0,224.0,1666.0,2725.0,56.0,7782.0,4014.0,703.0,40.0
872,705.0,3612.0,1073.0,543.0,62.0,18641.0,19414.0,173.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,866.0,35521.0,164.0,117.0,36.0,0.0,1677.0,96.0,0.0
878,2081.0,22273.0,1539.0,315.0,33.0,0.0,0.0,2797.0,52.0
882,24.0,5508.0,1043.0,1453.0,994.0,12672.0,26764.0,80.0,23.0
884,31003.0,7191.0,2451.0,5663.0,6131.0,12847.0,14429.0,0.0,0.0
885,5752.0,10869.0,3667.0,1078.0,319.0,16240.0,31591.0,2268.0,10.0
887,795.0,29648.0,170.0,440.0,19.0,0.0,0.0,0.0,0.0
888,2255.0,269.0,126.0,0.0,0.0,1.0,15.0,6.0,3.0
890,7.0,9987.0,428.0,18.0,0.0,77.0,0.0,371.0,0.0
893,0.0,4786.0,431.0,0.0,0.0,3.0,534.0,0.0,0.0
899,320.0,29186.0,771.0,355.0,165.0,665.0,7915.0,436.0,37.0
900,0.0,323.0,3294.0,0.0,0.0,140.0,0.0,0.0,0.0
901,644.0,2159.0,466.0,650.0,43.0,2066.0,4788.0,246.0,6.0
903,6029.0,1189.0,39.0,152.0,395.0,11721.0,24073.0,4.0,0.0
906,3353.0,4268.0,344.0,881.0,91.0,8202.0,14686.0,0.0,0.0
907,784.0,28084.0,405.0,1143.0,30.0,3502.0,44.0,3067.0,18.0
912,170.0,12413.0,2954.0,35.0,289.0,7849.0,17244.0,63.0,0.0
919,7.0,28.0,311.0,0.0,0.0,2128.0,10.0,14.0,6.0
921,1662.0,8557.0,1337.0,599.0,1063.0,21977.0,14094.0,0.0,0.0
922,834.0,9351.0,6707.0,88.0,48.0,12065.0,21241.0,0.0,0.0
923,1013.0,23709.0,689.0,200.0,42.0,143.0,215.0,1246.0,0.0
925,12.0,9046.0,15.0,94.0,66.0,3806.0,6839.0,0.0,0.0
930,20.0,14124.0,1111.0,0.0,20.0,0.0,0.0,0.0,0.0
935,0.0,606.0,47.0,0.0,0.0,28.0,108.0,0.0,0.0
936,3939.0,9314.0,678.0,896.0,784.0,2434.0,2633.0,594.0,0.0
937,11262.0,7837.0,327.0,896.0,5048.0,2790.0,24694.0,14268.0,0.0
938,0.0,711.0,23.0,0.0,0.0,211.0,288.0,0.0,0.0
939,5.0,7378.0,564.0,1633.0,39.0,6507.0,15053.0,423.0,97.0
940,384.0,1801.0,6301.0,491.0,829.0,19090.0,12275.0,1049.0,33.0
941,284.0,22368.0,424.0,124.0,17.0,545.0,983.0,61.0,7.0
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,1647.0,20799.0,398.0,572.0,13.0,5623.0,13832.0,0.0,0.0
950,0.0,1050.0,83.0,0.0,0.0,961.0,0.0,0.0,0.0
