enrollment_id,percentage_of_module
446,0.18404907975460122
447,0.003968253968253968
450,0.172
452,0.216
454,0.1656441717791411
458,0.34355828220858897
463,0.004
464,0.312
469,0.236
471,0.172
480,0.184
484,0.2883435582822086
486,0.17177914110429449
490,0.208
500,0.006134969325153374
509,0.2392638036809816
514,0.148
515,0.364
516,0.264
517,0.284
522,0.332
533,0.16483516483516483
534,0.10429447852760736
535,0.24277456647398843
536,0.17177914110429449
543,0.1
547,0.22699386503067484
550,0.076
552,0.22
555,0.006472491909385114
556,0.34355828220858897
558,0.18404907975460122
561,0.07341269841269842
566,0.17791411042944785
576,0.228
579,0.088
580,0.2
581,0.188
584,0.168
587,0.25153374233128833
588,0.22
589,0.10404624277456648
590,0.049079754601226995
599,0.192
600,0.124
603,0.004
606,0.284
609,0.17177914110429449
612,0.184
613,0.14
614,0.0736196319018405
625,0.236
627,0.10429447852760736
629,0.128
630,0.032362459546925564
633,0.168
638,0.316
639,0.324
643,0.1043956043956044
645,0.08
652,0.128
654,0.164
658,0.3006134969325153
660,0.248
661,0.16
667,0.004
676,0.15950920245398773
680,0.172
682,0.25153374233128833
683,0.11042944785276074
687,0.17177914110429449
691,0.148
693,0.316
697,0.23121387283236994
700,0.024539877300613498
701,0.132
703,0.212
704,0.216
705,0.049079754601226995
707,0.176
709,0.208
711,0.288
713,0.005780346820809248
714,0.2331288343558282
717,0.232
719,0.03067484662576687
726,0.208
728,0.192
731,0.004
733,0.1
738,0.22699386503067484
746,0.136
750,0.22699386503067484
751,0.268
753,0.024539877300613498
756,0.006134969325153374
757,0.304
758,0.204
761,0.256
768,0.006134969325153374
769,0.172
771,0.06
773,0.04
774,0.288
778,0.236
783,0.17791411042944785
788,0.204
790,0.236
791,0.2392638036809816
792,0.10429447852760736
793,0.006134969325153374
797,0.006134969325153374
802,0.256
803,0.06748466257668712
805,0.15950920245398773
810,0.124
818,0.038461538461538464
819,0.052
820,0.13496932515337423
821,0.44171779141104295
825,0.236
827,0.17177914110429449
833,0.032362459546925564
837,0.2658959537572254
838,0.005780346820809248
841,0.004
844,0.052
845,0.003236245954692557
848,0.208
850,0.012269938650306749
852,0.288
854,0.005780346820809248
858,0.224
860,0.2331288343558282
862,0.224
868,0.17177914110429449
870,0.152
872,0.24
873,0.006134969325153374
875,0.18
878,0.16
882,0.3312883435582822
884,0.2912621359223301
885,0.328
887,0.224
888,0.08092485549132948
890,0.1
893,0.06748466257668712
899,0.216
900,0.028
901,0.172
903,0.296
906,0.232
907,0.164
912,0.192
919,0.052
921,0.264
922,0.22
923,0.148
925,0.1
930,0.064
935,0.024
936,0.18770226537216828
937,0.255663430420712
938,0.0736196319018405
939,0.3006134969325153
940,0.324
941,0.212
942,0.005780346820809248
945,0.232
950,0.05521472392638037
953,0.2392638036809816
954,0.18
955,0.248
958,0.096
961,0.03067484662576687
962,0.0736196319018405
963,0.2883435582822086
965,0.28
967,0.16
974,0.147239263803681
988,0.264
991,0.06472491909385113
992,0.09815950920245399
994,0.188
996,0.096
997,0.25153374233128833
1000,0.332
1005,0.156
1007,0.264
1019,0.4233128834355828
1020,0.28
1022,0.11042944785276074
1024,0.312
1028,0.308
1029,0.144
1030,0.23624595469255663
1031,0.02
1033,0.208
1041,0.34104046242774566
1044,0.2023121387283237
1050,0.232
1052,0.003236245954692557
1058,0.25153374233128833
1072,0.001984126984126984
1073,0.072
1074,0.156
1075,0.11042944785276074
1077,0.268
1078,0.328
1080,0.22
1082,0.09202453987730061
1084,0.172
1085,0.236
1086,0.212
1090,0.17475728155339806
1091,0.248
1095,0.44171779141104295
1098,0.26380368098159507
1101,0.288
1112,0.20245398773006135
1116,0.304
1124,0.22085889570552147
1126,0.064
1128,0.216
1129,0.22085889570552147
1131,0.11042944785276074
1134,0.1715210355987055
1135,0.24539877300613497
1136,0.032
1137,0.324
1139,0.294478527607362
1141,0.14
1143,0.12
1144,0.372
1147,0.4368932038834951
1150,0.412
1153,0.007936507936507936
1154,0.104
1162,0.1165644171779141
1163,0.18681318681318682
1164,0.028
1167,0.268
1168,0.02976190476190476
1169,0.312
1170,0.292
1172,0.22699386503067484
1174,0.1901840490797546
1176,0.004
1177,0.006134969325153374
1181,0.08588957055214724
1182,0.22699386503067484
1183,0.17177914110429449
1187,0.088
1190,0.1165644171779141
1192,0.176
1195,0.3128834355828221
1196,0.18681318681318682
1199,0.008
1203,0.192
1204,0.012
1206,0.13268608414239483
1212,0.224
1213,0.09815950920245399
1222,0.052
1228,0.084
1230,0.232
1240,0.064
1241,0.15337423312883436
1244,0.06134969325153374
1248,0.22
1250,0.0736196319018405
1252,0.3656957928802589
1253,0.128
1257,0.188
1258,0.236
1260,0.34951456310679613
1263,0.3312883435582822
1264,0.228
1271,0.036
1273,0.006134969325153374
1274,0.024539877300613498
1280,0.132
1281,0.44171779141104295
1283,0.048
1285,0.2331288343558282
1287,0.208
1289,0.4563106796116505
1290,0.208
1292,0.236
1295,0.006134969325153374
1296,0.1411042944785276
1309,0.232
1310,0.216
1311,0.24
1316,0.248
1323,0.024539877300613498
1331,0.136
1337,0.18
1341,0.15337423312883436
1342,0.024
1344,0.112
1348,0.006134969325153374
1350,0.156
1351,0.22
1352,0.216
1353,0.216
1357,0.296
1363,0.18404907975460122
1364,0.204
1366,0.3006134969325153
1367,0.04294478527607362
1371,0.172
1376,0.116
1377,0.332
1379,0.176
1380,0.06748466257668712
1386,0.148
1389,0.104
1392,0.14
1393,0.15337423312883436
1397,0.184
1398,0.08791208791208792
1401,0.144
1402,0.02
1405,0.19230769230769232
1406,0.30753968253968256
1409,0.248
1410,0.216
1412,0.03680981595092025
1414,0.292
1417,0.124
1418,0.004
1423,0.32
1425,0.12883435582822086
1427,0.132
1429,0.3656957928802589
1430,0.24
1431,0.012269938650306749
1433,0.196
1437,0.296
1438,0.13496932515337423
1442,0.26380368098159507
1443,0.216
1446,0.308
1451,0.216
1453,0.08588957055214724
1455,0.3
1456,0.04294478527607362
1457,0.14
1458,0.068
1463,0.204
1465,0.024539877300613498
1466,0.208
1469,0.294478527607362
1473,0.328
1474,0.2085889570552147
1477,0.22085889570552147
1478,0.276
1481,0.3006134969325153
1484,0.1901840490797546
1485,0.28
1486,0.06
1488,0.011560693641618497
1489,0.112
1490,0.12
1493,0.148
1497,0.108
1500,0.148
1501,0.212
1506,0.136
1516,0.148
1518,0.0736196319018405
1519,0.252
1520,0.276
1521,0.20238095238095238
1525,0.4171779141104294
1535,0.13496932515337423
1536,0.006134969325153374
1541,0.016181229773462782
1542,0.3352601156069364
1545,0.132
1548,0.272
1549,0.012269938650306749
1550,0.244
1557,0.3558282208588957
1558,0.104
1562,0.023121387283236993
1564,0.184
1567,0.09826589595375723
1569,0.248
1572,0.112
1575,0.192
1578,0.294478527607362
1579,0.104
1582,0.2085889570552147
1585,0.156
1587,0.021825396825396824
1588,0.1901840490797546
1592,0.128
1601,0.0736196319018405
1604,0.176
1606,0.16
1607,0.02
1608,0.24
1614,0.028
1617,0.013888888888888888
1620,0.156
1621,0.19444444444444445
1628,0.294478527607362
1629,0.0736196319018405
1630,0.1488673139158576
1632,0.26380368098159507
1633,0.152
1634,0.24
1639,0.064
1645,0.012269938650306749
1647,0.39263803680981596
1648,0.256
1649,0.156
1650,0.024
1653,0.024
1654,0.06
1663,0.032
1668,0.08241758241758242
1672,0.006134969325153374
1673,0.112
1676,0.049079754601226995
1677,0.348
1678,0.15337423312883436
1679,0.084
1681,0.224
1685,0.003236245954692557
1687,0.031746031746031744
1690,0.1901840490797546
1692,0.004
1698,0.056
1700,0.028
1701,0.1901840490797546
1703,0.008
1705,0.5838150289017341
1708,0.16828478964401294
1711,0.108
1713,0.176
1719,0.168
1720,0.14
1724,0.003236245954692557
1725,0.03680981595092025
1730,0.044
1731,0.244
1734,0.124
1735,0.17791411042944785
1736,0.136
1738,0.1
1740,0.03067484662576687
1745,0.156
1747,0.3
1752,0.252
1753,0.16
1756,0.11650485436893204
1757,0.21965317919075145
1758,0.20245398773006135
1767,0.172
1769,0.26
1770,0.02
1772,0.03067484662576687
1779,0.136
1780,0.172
1782,0.216
1783,0.12
1788,0.14563106796116504
1789,0.132
1793,0.072
1795,0.2883435582822086
1799,0.168
1800,0.288
1801,0.11023622047244094
1803,0.07086614173228346
1805,0.13385826771653545
1806,0.03937007874015748
1811,0.05511811023622047
1812,0.09448818897637795
1815,0.2125984251968504
1816,0.007874015748031496
1818,0.11023622047244094
1819,0.13385826771653545
1821,0.047244094488188976
1823,0.07086614173228346
1826,0.48031496062992124
1827,0.6220472440944882
1828,0.05511811023622047
1829,0.16535433070866143
1830,0.07874015748031496
1831,0.007874015748031496
1832,0.13385826771653545
1833,0.03937007874015748
1838,0.06299212598425197
1844,0.14960629921259844
1845,0.03937007874015748
1849,0.007874015748031496
1856,0.5826771653543307
1865,0.14173228346456693
1867,0.047244094488188976
1870,0.03937007874015748
1872,0.03937007874015748
1873,0.09448818897637795
1874,0.007874015748031496
1875,0.047244094488188976
1876,0.007874015748031496
1878,0.2047244094488189
1882,0.03937007874015748
1886,0.08661417322834646
1888,0.07086614173228346
1891,0.2125984251968504
1893,0.06299212598425197
1894,0.6299212598425197
1895,0.007874015748031496
1902,0.14173228346456693
1903,0.7165354330708661
1906,0.05511811023622047
1909,0.007874015748031496
1910,0.6220472440944882
1913,0.06299212598425197
1915,0.007874015748031496
1917,0.007874015748031496
1922,0.3779527559055118
1926,0.007874015748031496
1928,0.09448818897637795
1929,0.06299212598425197
1931,0.6614173228346457
1933,0.6377952755905512
1934,0.06299212598425197
1936,0.12598425196850394
1938,0.07874015748031496
1939,0.08661417322834646
1941,0.03937007874015748
1945,0.07874015748031496
1947,0.007874015748031496
1948,0.06299212598425197
1949,0.007874015748031496
1951,0.2440944881889764
1953,0.2484076433121019
1966,0.07220216606498195
1967,0.1552346570397112
1968,0.17834394904458598
1970,0.27491408934707906
1971,0.02527075812274368
1973,0.12101910828025478
1975,0.1592356687898089
1977,0.08280254777070063
1979,0.18471337579617833
1980,0.11683848797250859
1981,0.21727748691099477
1986,0.16560509554140126
1989,0.12738853503184713
1995,0.1910828025477707
1996,0.044585987261146494
1997,0.09554140127388536
2001,0.28662420382165604
2004,0.14012738853503184
2007,0.17328519855595667
2009,0.2356687898089172
2010,0.11191335740072202
2023,0.03184713375796178
2025,0.03184713375796178
2028,0.10828025477707007
2034,0.18471337579617833
2037,0.2356687898089172
2039,0.025477707006369428
2043,0.27388535031847133
2045,0.06872852233676977
2047,0.06369426751592357
2048,0.03184713375796178
2049,0.20382165605095542
2050,0.02527075812274368
2052,0.08664259927797834
2059,0.2229299363057325
2064,0.1592356687898089
2065,0.24203821656050956
2067,0.11464968152866242
2069,0.21656050955414013
2070,0.23024054982817868
2072,0.44329896907216493
2074,0.14012738853503184
2079,0.1464968152866242
2081,0.42955326460481097
2086,0.09424083769633508
2089,0.10191082802547771
2093,0.2229299363057325
2094,0.1592356687898089
2095,0.1444043321299639
2097,0.22929936305732485
2098,0.15286624203821655
2100,0.148014440433213
2102,0.03184713375796178
2103,0.024054982817869417
2104,0.3711340206185567
2105,0.10828025477707007
2107,0.1464968152866242
2109,0.24548736462093862
2110,0.021660649819494584
2114,0.23465703971119134
2117,0.08917197452229299
2120,0.1910828025477707
2126,0.16560509554140126
2131,0.11552346570397112
2134,0.07581227436823104
2135,0.17197452229299362
2140,0.2229299363057325
2144,0.12738853503184713
2148,0.21019108280254778
2153,0.1299638989169675
2156,0.1592356687898089
2162,0.044673539518900345
2166,0.006369426751592357
2168,0.17197452229299362
2169,0.17197452229299362
2170,0.17834394904458598
2173,0.21656050955414013
2176,0.19745222929936307
2177,0.044585987261146494
2178,0.24742268041237114
2179,0.05415162454873646
2184,0.06369426751592357
2187,0.17197452229299362
2188,0.17834394904458598
2189,0.26804123711340205
2190,0.003436426116838488
2192,0.20382165605095542
2194,0.07006369426751592
2195,0.11683848797250859
2197,0.018050541516245487
2198,0.050955414012738856
2199,0.11464968152866242
2201,0.26714801444043323
2203,0.27147766323024053
2210,0.1592356687898089
2213,0.22021660649819494
2214,0.1464968152866242
2215,0.11464968152866242
2217,0.09554140127388536
2219,0.10191082802547771
2220,0.2229299363057325
2222,0.19745222929936307
2224,0.1337579617834395
2225,0.16560509554140126
2228,0.14012738853503184
2232,0.267515923566879
2233,0.02527075812274368
2234,0.06369426751592357
2235,0.17834394904458598
2240,0.06369426751592357
2241,0.3745704467353952
2245,0.17197452229299362
2246,0.19745222929936307
2249,0.06369426751592357
2253,0.17197452229299362
2255,0.15286624203821655
2257,0.1337579617834395
2258,0.054982817869415807
2260,0.21019108280254778
2261,0.17197452229299362
2264,0.1464968152866242
2265,0.1299638989169675
2271,0.18471337579617833
2273,0.20382165605095542
2274,0.025477707006369428
2279,0.2484076433121019
2281,0.1134020618556701
2283,0.08280254777070063
2290,0.1337579617834395
2295,0.17197452229299362
2299,0.005235602094240838
2300,0.1337579617834395
2302,0.05732484076433121
2304,0.1910828025477707
2307,0.044585987261146494
2308,0.09965635738831616
2309,0.18586387434554974
2312,0.12738853503184713
2313,0.015706806282722512
2317,0.17197452229299362
2318,0.013089005235602094
2321,0.021660649819494584
2327,0.006369426751592357
2333,0.15286624203821655
2335,0.17197452229299362
2339,0.16560509554140126
2341,0.012738853503184714
2342,0.1337579617834395
2344,0.09554140127388536
2347,0.17197452229299362
2351,0.11464968152866242
2354,0.050955414012738856
2355,0.16560509554140126
2358,0.17197452229299362
2361,0.003436426116838488
2365,0.044585987261146494
2370,0.01718213058419244
2375,0.07853403141361257
2385,0.18411552346570398
2394,0.012738853503184714
2397,0.17197452229299362
2399,0.17834394904458598
2401,0.12027491408934708
2402,0.050955414012738856
2404,0.036101083032490974
2407,0.06859205776173286
2411,0.15286624203821655
2416,0.041884816753926704
2425,0.02527075812274368
2428,0.03184713375796178
2430,0.018050541516245487
2432,0.20382165605095542
2434,0.08280254777070063
2439,0.18471337579617833
2448,0.24203821656050956
2449,0.032490974729241874
2458,0.08638743455497382
2459,0.22929936305732485
2464,0.09554140127388536
2466,0.1910828025477707
2470,0.17834394904458598
2472,0.11191335740072202
2481,0.16560509554140126
2482,0.19745222929936307
2484,0.17197452229299362
2487,0.05732484076433121
2488,0.11464968152866242
2492,0.06369426751592357
2495,0.018050541516245487
2496,0.2484076433121019
2501,0.08917197452229299
2503,0.1910828025477707
2504,0.16560509554140126
2505,0.021660649819494584
2506,0.17197452229299362
2507,0.07006369426751592
2508,0.19745222929936307
2509,0.14012738853503184
2516,0.16606498194945848
2518,0.15807560137457044
2521,0.267515923566879
2522,0.07643312101910828
2536,0.24203821656050956
2537,0.002617801047120419
2541,0.11683848797250859
2542,0.002617801047120419
2544,0.12738853503184713
2546,0.07006369426751592
2548,0.12738853503184713
2549,0.07006369426751592
2553,0.050955414012738856
2560,0.1407942238267148
2565,0.19745222929936307
2566,0.24203821656050956
2569,0.17834394904458598
2570,0.16560509554140126
2577,0.032490974729241874
2578,0.15286624203821655
2579,0.24742268041237114
2582,0.044585987261146494
2583,0.2611464968152866
2587,0.14012738853503184
2588,0.21656050955414013
2589,0.1592356687898089
2595,0.05732484076433121
2596,0.12738853503184713
2597,0.19745222929936307
2598,0.24203821656050956
2599,0.08280254777070063
2602,0.17834394904458598
2606,0.20938628158844766
2609,0.044585987261146494
2610,0.16606498194945848
2611,0.19745222929936307
2612,0.2198952879581152
2613,0.12738853503184713
2615,0.4261168384879725
2620,0.0036101083032490976
2621,0.12738853503184713
2622,0.1592356687898089
2623,0.17197452229299362
2624,0.12738853503184713
2627,0.19745222929936307
2629,0.05054151624548736
2635,0.4261168384879725
2636,0.29553264604810997
2638,0.1337579617834395
2639,0.09278350515463918
2640,0.1464968152866242
2642,0.23367697594501718
2643,0.3470790378006873
2647,0.08280254777070063
2650,0.07006369426751592
2651,0.24203821656050956
2652,0.2611683848797251
2653,0.07006369426751592
2656,0.050955414012738856
2657,0.06369426751592357
2659,0.19745222929936307
2662,0.044585987261146494
2663,0.044585987261146494
2666,0.21656050955414013
2667,0.1592356687898089
2677,0.15162454873646208
2679,0.20382165605095542
2682,0.15286624203821655
2683,0.14012738853503184
2684,0.037800687285223365
2688,0.16560509554140126
2689,0.0036101083032490976
2690,0.10828025477707007
2693,0.14012738853503184
2694,0.17834394904458598
2696,0.09554140127388536
2702,0.15162454873646208
2703,0.17525773195876287
2706,0.2591623036649215
2707,0.050955414012738856
2711,0.07643312101910828
2712,0.18471337579617833
2718,0.12101910828025478
2720,0.16560509554140126
2721,0.1592356687898089
2722,0.0036101083032490976
2724,0.17834394904458598
2725,0.21656050955414013
2728,0.18471337579617833
2730,0.006369426751592357
2734,0.1337579617834395
2741,0.1592356687898089
2742,0.015706806282722512
2743,0.1592356687898089
2744,0.09554140127388536
2745,0.08917197452229299
2747,0.17689530685920576
2748,0.21019108280254778
2749,0.1910828025477707
2750,0.16560509554140126
2751,0.2802547770700637
2752,0.06369426751592357
2756,0.2229299363057325
2760,0.12101910828025478
2761,0.03664921465968586
2764,0.09554140127388536
2767,0.2356687898089172
2768,0.1910828025477707
2774,0.1592356687898089
2775,0.021660649819494584
2776,0.1910828025477707
2777,0.09554140127388536
2783,0.012738853503184714
2786,0.03664921465968586
2792,0.14012738853503184
2794,0.02527075812274368
2798,0.1592356687898089
2799,0.025477707006369428
2800,0.17197452229299362
2809,0.044585987261146494
2811,0.0549738219895288
2815,0.2229299363057325
2820,0.20382165605095542
2821,0.10828025477707007
2824,0.002617801047120419
2833,0.050955414012738856
2835,0.013089005235602094
2836,0.07006369426751592
2838,0.003436426116838488
2842,0.1337579617834395
2846,0.11464968152866242
2849,0.21656050955414013
2850,0.025477707006369428
2854,0.09554140127388536
2862,0.19745222929936307
2868,0.12738853503184713
2876,0.17834394904458598
2883,0.19133574007220217
2889,0.1337579617834395
2893,0.14012738853503184
2894,0.018050541516245487
2899,0.28662420382165604
2902,0.020618556701030927
2910,0.07942238267148015
2912,0.18471337579617833
2913,0.21656050955414013
2915,0.15807560137457044
2916,0.22929936305732485
2922,0.07006369426751592
2923,0.22743682310469315
2927,0.1592356687898089
2932,0.03184713375796178
2934,0.19745222929936307
2935,0.027491408934707903
2937,0.10828025477707007
2939,0.01832460732984293
2941,0.1910828025477707
2942,0.08280254777070063
2943,0.14012738853503184
2945,0.08917197452229299
2946,0.12101910828025478
2948,0.16560509554140126
2949,0.09386281588447654
2951,0.18471337579617833
2952,0.0036101083032490976
2954,0.012738853503184714
2956,0.021660649819494584
2964,0.030927835051546393
2967,0.09554140127388536
2970,0.17834394904458598
2975,0.06369426751592357
2979,0.37800687285223367
2980,0.1371841155234657
2982,0.15286624203821655
2985,0.1910828025477707
2986,0.17834394904458598
2990,0.16560509554140126
2991,0.1337579617834395
2994,0.17834394904458598
2996,0.12101910828025478
2998,0.027491408934707903
3001,0.09554140127388536
3002,0.17834394904458598
3006,0.1910828025477707
3007,0.32646048109965636
3014,0.16560509554140126
3016,0.05732484076433121
3017,0.18471337579617833
3019,0.3436426116838488
3020,0.16606498194945848
3021,0.03184713375796178
3022,0.1464968152866242
3024,0.1464968152866242
3025,0.3481675392670157
3029,0.10108303249097472
3033,0.39862542955326463
3035,0.09554140127388536
3036,0.09386281588447654
3042,0.16967509025270758
3045,0.021660649819494584
3048,0.03184713375796178
3052,0.17834394904458598
3053,0.15286624203821655
3055,0.17328519855595667
3058,0.16560509554140126
3062,0.17197452229299362
3063,0.015706806282722512
3064,0.07581227436823104
3070,0.007853403141361256
3073,0.10828025477707007
3074,0.05732484076433121
3077,0.12738853503184713
3079,0.036101083032490974
3080,0.1134020618556701
3081,0.20382165605095542
3082,0.11464968152866242
3089,0.22929936305732485
3090,0.24203821656050956
3095,0.11518324607329843
3097,0.18471337579617833
3100,0.14012738853503184
3101,0.20382165605095542
3102,0.1910828025477707
3111,0.17834394904458598
3112,0.031413612565445025
3113,0.19745222929936307
3115,0.19745222929936307
3121,0.006872852233676976
3122,0.19745222929936307
3123,0.01832460732984293
3129,0.17834394904458598
3130,0.18471337579617833
3134,0.05732484076433121
3135,0.005235602094240838
3136,0.044585987261146494
3138,0.2229299363057325
3141,0.21656050955414013
3144,0.11464968152866242
3145,0.09554140127388536
3146,0.036101083032490974
3147,0.17197452229299362
3150,0.21656050955414013
3151,0.16560509554140126
3152,0.19745222929936307
3153,0.05732484076433121
3156,0.08280254777070063
3159,0.21019108280254778
3161,0.1337579617834395
3162,0.07643312101910828
3163,0.03821656050955414
3168,0.35738831615120276
3169,0.1592356687898089
3172,0.07643312101910828
3173,0.1910828025477707
3174,0.006872852233676976
3176,0.08917197452229299
3177,0.1910828025477707
3179,0.10828025477707007
3181,0.24398625429553264
3189,0.12274368231046931
3192,0.08247422680412371
3195,0.025477707006369428
3198,0.021660649819494584
3200,0.013745704467353952
3201,0.19494584837545126
3206,0.18213058419243985
3207,0.012738853503184714
3209,0.0859106529209622
3217,0.21656050955414013
3220,0.14012738853503184
3221,0.02617801047120419
3223,0.07006369426751592
3231,0.1552346570397112
3232,0.2508591065292096
3233,0.002617801047120419
3237,0.2611464968152866
3239,0.18471337579617833
3240,0.17834394904458598
3241,0.07643312101910828
3243,0.044585987261146494
3245,0.18471337579617833
3250,0.2996389891696751
3251,0.17197452229299362
3253,0.16560509554140126
3254,0.09162303664921466
3256,0.22929936305732485
3257,0.08917197452229299
3262,0.025477707006369428
3263,0.15286624203821655
3264,0.04693140794223827
3270,0.07006369426751592
3272,0.12738853503184713
3273,0.21019108280254778
3275,0.07006369426751592
3277,0.03821656050955414
3278,0.05732484076433121
3280,0.21019108280254778
3281,0.13089005235602094
3282,0.030927835051546393
3283,0.17834394904458598
3284,0.26804123711340205
3287,0.35051546391752575
3289,0.050955414012738856
3296,0.15286624203821655
3298,0.08917197452229299
3300,0.20962199312714777
3305,0.17834394904458598
3307,0.16560509554140126
3308,0.050955414012738856
3311,0.32989690721649484
3313,0.1464968152866242
3315,0.050955414012738856
3318,0.003436426116838488
3320,0.14012738853503184
3323,0.006369426751592357
3325,0.036101083032490974
3326,0.21660649819494585
3327,0.021660649819494584
3330,0.12738853503184713
3331,0.17328519855595667
3332,0.12738853503184713
3338,0.14012738853503184
3344,0.25477707006369427
3346,0.14012738853503184
3348,0.20382165605095542
3349,0.04332129963898917
3350,0.17834394904458598
3352,0.19494584837545126
3355,0.2268041237113402
3358,0.006872852233676976
3363,0.14012738853503184
3368,0.07006369426751592
3369,0.1910828025477707
3370,0.17197452229299362
3371,0.036101083032490974
3375,0.1910828025477707
3376,0.044585987261146494
3378,0.05235602094240838
3381,0.050955414012738856
3382,0.17197452229299362
3384,0.1337579617834395
3387,0.09554140127388536
3388,0.21019108280254778
3393,0.10828025477707007
3394,0.0036101083032490976
3396,0.02356020942408377
3397,0.028795811518324606
3399,0.17834394904458598
3401,0.10828025477707007
3402,0.17834394904458598
3404,0.16560509554140126
3406,0.003436426116838488
3411,0.12738853503184713
3413,0.1910828025477707
3415,0.15162454873646208
3419,0.3711340206185567
3421,0.1337579617834395
3426,0.18471337579617833
3428,0.03184713375796178
3429,0.12101910828025478
3430,0.11464968152866242
3438,0.010471204188481676
3441,0.22929936305732485
3451,0.007220216606498195
3452,0.03184713375796178
3454,0.19109947643979058
3455,0.1464968152866242
3461,0.02888086642599278
3465,0.05732484076433121
3467,0.1592356687898089
3468,0.11683848797250859
3469,0.018050541516245487
3473,0.17197452229299362
3475,0.050955414012738856
3476,0.08280254777070063
3482,0.007220216606498195
3483,0.050955414012738856
3486,0.27388535031847133
3487,0.03184713375796178
3488,0.17525773195876287
3489,0.006369426751592357
3494,0.050955414012738856
3496,0.10828025477707007
3498,0.17834394904458598
3502,0.060209424083769635
3504,0.10191082802547771
3505,0.19745222929936307
3507,0.1464968152866242
3511,0.07006369426751592
3514,0.17834394904458598
3517,0.03184713375796178
3518,0.15286624203821655
3519,0.07643312101910828
3520,0.02527075812274368
3527,0.17197452229299362
3531,0.012738853503184714
3534,0.11464968152866242
3537,0.012738853503184714
3539,0.02888086642599278
3543,0.002617801047120419
3545,0.007220216606498195
3557,0.1464968152866242
3558,0.1464968152866242
3559,0.16838487972508592
3561,0.1958762886597938
3564,0.028795811518324606
3565,0.028795811518324606
3566,0.12738853503184713
3567,0.2229299363057325
3570,0.050955414012738856
3573,0.06369426751592357
3575,0.04693140794223827
3576,0.15286624203821655
3578,0.044585987261146494
3580,0.031413612565445025
3581,0.11464968152866242
3583,0.19745222929936307
3586,0.1592356687898089
3589,0.1592356687898089
3593,0.21656050955414013
3600,0.14012738853503184
3601,0.027491408934707903
3604,0.21656050955414013
3605,0.11464968152866242
3613,0.021660649819494584
3616,0.21019108280254778
3619,0.1910828025477707
3625,0.03184713375796178
3628,0.1910828025477707
3629,0.03184713375796178
3631,0.21656050955414013
3633,0.05732484076433121
3636,0.1464968152866242
3641,0.1910828025477707
3645,0.09554140127388536
3648,0.21649484536082475
3652,0.17689530685920576
3654,0.12101910828025478
3656,0.13745704467353953
3659,0.16560509554140126
3660,0.044585987261146494
3661,0.12738853503184713
3666,0.20382165605095542
3672,0.16560509554140126
3673,0.10652920962199312
